account_id,month,mrr,plan,seats,is_active,mrr_new,mrr_expansion,mrr_contraction,mrr_churn
ACC-00006,2024-04-01,468.67,Pro,14,True,0.0,0.0,0.0,0.0
ACC-00006,2024-05-01,514.41,Pro,17,True,0.0,45.74,0.0,0.0
ACC-00006,2024-06-01,514.41,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00006,2024-07-01,514.41,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00006,2024-08-01,514.41,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00006,2024-09-01,514.41,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00006,2024-10-01,607.36,Pro,20,True,0.0,92.95,0.0,0.0
ACC-00006,2024-11-01,607.36,Pro,20,True,0.0,0.0,0.0,0.0
ACC-00006,2024-12-01,607.36,Pro,20,True,0.0,0.0,0.0,0.0
ACC-00007,2024-01-01,2794.45,Enterprise,64,True,2794.45,0.0,0.0,0.0
ACC-00007,2024-02-01,2794.45,Enterprise,64,True,0.0,0.0,0.0,0.0
ACC-00007,2024-03-01,2794.45,Enterprise,64,True,0.0,0.0,0.0,0.0
ACC-00007,2024-04-01,2794.45,Enterprise,64,True,0.0,0.0,0.0,0.0
ACC-00007,2024-05-01,0.0,Enterprise,0,False,0.0,0.0,0.0,2794.45
ACC-00008,2023-07-01,59.33,Basic,2,True,59.33,0.0,0.0,0.0
ACC-00008,2023-08-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2023-09-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2023-10-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2023-11-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2023-12-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-01-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-02-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-03-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-04-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-05-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-06-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-07-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-08-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-09-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-10-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-11-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00008,2024-12-01,59.33,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00009,2023-08-01,4993.82,Enterprise,22,True,4993.82,0.0,0.0,0.0
ACC-00009,2023-09-01,4993.82,Enterprise,22,True,0.0,0.0,0.0,0.0
ACC-00009,2023-10-01,4993.82,Enterprise,22,True,0.0,0.0,0.0,0.0
ACC-00009,2023-11-01,4993.82,Enterprise,22,True,0.0,0.0,0.0,0.0
ACC-00009,2023-12-01,4993.82,Enterprise,22,True,0.0,0.0,0.0,0.0
ACC-00009,2024-01-01,6059.61,Enterprise,24,True,0.0,1065.79,0.0,0.0
ACC-00009,2024-02-01,7426.81,Enterprise,26,True,0.0,1367.2,0.0,0.0
ACC-00009,2024-03-01,8619.89,Enterprise,28,True,0.0,1193.08,0.0,0.0
ACC-00009,2024-04-01,8619.89,Enterprise,28,True,0.0,0.0,0.0,0.0
ACC-00009,2024-05-01,8619.89,Enterprise,28,True,0.0,0.0,0.0,0.0
ACC-00009,2024-06-01,8619.89,Enterprise,28,True,0.0,0.0,0.0,0.0
ACC-00009,2024-07-01,8619.89,Enterprise,28,True,0.0,0.0,0.0,0.0
ACC-00009,2024-08-01,10740.03,Enterprise,29,True,0.0,2120.14,0.0,0.0
ACC-00009,2024-09-01,10740.03,Enterprise,29,True,0.0,0.0,0.0,0.0
ACC-00009,2024-10-01,0.0,Enterprise,0,False,0.0,0.0,0.0,10740.03
ACC-00010,2023-12-01,230.1,Pro,7,True,230.1,0.0,0.0,0.0
ACC-00010,2024-01-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-02-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-03-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-04-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-05-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-06-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-07-01,230.1,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00010,2024-08-01,201.65,Pro,5,True,0.0,0.0,28.45,0.0
ACC-00010,2024-09-01,201.65,Pro,5,True,0.0,0.0,0.0,0.0
ACC-00010,2024-10-01,201.65,Pro,5,True,0.0,0.0,0.0,0.0
ACC-00010,2024-11-01,182.08,Pro,4,True,0.0,0.0,19.57,0.0
ACC-00010,2024-12-01,182.08,Pro,4,True,0.0,0.0,0.0,0.0
ACC-00011,2023-06-01,129.53,Basic,2,True,129.53,0.0,0.0,0.0
ACC-00011,2023-07-01,129.53,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00011,2023-08-01,129.53,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00011,2023-09-01,129.53,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00011,2023-10-01,111.69,Basic,1,True,0.0,0.0,17.84,0.0
ACC-00011,2023-11-01,111.69,Basic,1,True,0.0,0.0,0.0,0.0
ACC-00011,2023-12-01,111.69,Basic,1,True,0.0,0.0,0.0,0.0
ACC-00011,2024-01-01,111.69,Basic,1,True,0.0,0.0,0.0,0.0
ACC-00011,2024-02-01,111.69,Basic,1,True,0.0,0.0,0.0,0.0
ACC-00011,2024-03-01,137.95,Basic,4,True,0.0,26.26,0.0,0.0
ACC-00011,2024-04-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-05-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-06-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-07-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-08-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-09-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-10-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-11-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00011,2024-12-01,137.95,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00012,2024-12-01,442.66,Pro,13,True,442.66,0.0,0.0,0.0
ACC-00013,2023-02-01,2859.95,Enterprise,66,True,2859.95,0.0,0.0,0.0
ACC-00013,2023-03-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-04-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-05-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-06-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-07-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-08-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-09-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-10-01,2859.95,Enterprise,66,True,0.0,0.0,0.0,0.0
ACC-00013,2023-11-01,3396.26,Enterprise,67,True,0.0,536.31,0.0,0.0
ACC-00013,2023-12-01,3396.26,Enterprise,67,True,0.0,0.0,0.0,0.0
ACC-00013,2024-01-01,3396.26,Enterprise,67,True,0.0,0.0,0.0,0.0
ACC-00013,2024-02-01,3656.64,Enterprise,69,True,0.0,260.38,0.0,0.0
ACC-00013,2024-03-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-04-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-05-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-06-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-07-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-08-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-09-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-10-01,3656.64,Enterprise,69,True,0.0,0.0,0.0,0.0
ACC-00013,2024-11-01,4008.6,Enterprise,72,True,0.0,351.96,0.0,0.0
ACC-00013,2024-12-01,4008.6,Enterprise,72,True,0.0,0.0,0.0,0.0
ACC-00014,2023-11-01,332.35,Pro,17,True,332.35,0.0,0.0,0.0
ACC-00014,2023-12-01,332.35,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00014,2024-01-01,332.35,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00014,2024-02-01,332.35,Pro,17,True,0.0,0.0,0.0,0.0
ACC-00014,2024-03-01,0.0,Pro,0,False,0.0,0.0,0.0,332.35
ACC-00015,2023-05-01,340.7,Pro,15,True,340.7,0.0,0.0,0.0
ACC-00015,2023-06-01,340.7,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00015,2023-07-01,340.7,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00015,2023-08-01,340.7,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00015,2023-09-01,0.0,Pro,0,False,0.0,0.0,0.0,340.7
ACC-00016,2024-02-01,334.45,Pro,15,True,334.45,0.0,0.0,0.0
ACC-00016,2024-03-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-04-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-05-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-06-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-07-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-08-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-09-01,334.45,Pro,15,True,0.0,0.0,0.0,0.0
ACC-00016,2024-10-01,285.89,Pro,14,True,0.0,0.0,48.56,0.0
ACC-00016,2024-11-01,285.89,Pro,14,True,0.0,0.0,0.0,0.0
ACC-00016,2024-12-01,285.89,Pro,14,True,0.0,0.0,0.0,0.0
ACC-00017,2023-04-01,208.15,Pro,7,True,208.15,0.0,0.0,0.0
ACC-00017,2023-05-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-06-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-07-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-08-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-09-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-10-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-11-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2023-12-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2024-01-01,208.15,Pro,7,True,0.0,0.0,0.0,0.0
ACC-00017,2024-02-01,186.65,Pro,5,True,0.0,0.0,21.5,0.0
ACC-00017,2024-03-01,169.48,Pro,3,True,0.0,0.0,17.17,0.0
ACC-00017,2024-04-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-05-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-06-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-07-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-08-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-09-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-10-01,169.48,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00017,2024-11-01,146.58,Pro,2,True,0.0,0.0,22.9,0.0
ACC-00017,2024-12-01,146.58,Pro,2,True,0.0,0.0,0.0,0.0
ACC-00018,2024-09-01,2118.63,Enterprise,86,True,2118.63,0.0,0.0,0.0
ACC-00018,2024-10-01,1811.84,Enterprise,85,True,0.0,0.0,306.79,0.0
ACC-00018,2024-11-01,1811.84,Enterprise,85,True,0.0,0.0,0.0,0.0
ACC-00018,2024-12-01,1811.84,Enterprise,85,True,0.0,0.0,0.0,0.0
ACC-00019,2023-04-01,379.27,Pro,3,True,379.27,0.0,0.0,0.0
ACC-00019,2023-05-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-06-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-07-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-08-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-09-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-10-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-11-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2023-12-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2024-01-01,379.27,Pro,3,True,0.0,0.0,0.0,0.0
ACC-00019,2024-02-01,340.05,Pro,1,True,0.0,0.0,39.22,0.0
ACC-00019,2024-03-01,376.92,Pro,2,True,0.0,36.87,0.0,0.0
ACC-00019,2024-04-01,376.92,Pro,2,True,0.0,0.0,0.0,0.0
ACC-00019,2024-05-01,0.0,Pro,0,False,0.0,0.0,0.0,376.92
ACC-00020,2024-03-01,313.74,Pro,18,True,313.74,0.0,0.0,0.0
ACC-00020,2024-04-01,268.53,Pro,16,True,0.0,0.0,45.21,0.0
ACC-00020,2024-05-01,308.37,Pro,19,True,0.0,39.84,0.0,0.0
ACC-00020,2024-06-01,332.99,Pro,22,True,0.0,24.62,0.0,0.0
ACC-00020,2024-07-01,366.17,Pro,25,True,0.0,33.18,0.0,0.0
ACC-00020,2024-08-01,366.17,Pro,25,True,0.0,0.0,0.0,0.0
ACC-00020,2024-09-01,366.17,Pro,25,True,0.0,0.0,0.0,0.0
ACC-00020,2024-10-01,366.17,Pro,25,True,0.0,0.0,0.0,0.0
ACC-00020,2024-11-01,366.17,Pro,25,True,0.0,0.0,0.0,0.0
ACC-00020,2024-12-01,366.17,Pro,25,True,0.0,0.0,0.0,0.0
ACC-00021,2023-07-01,1844.1,Enterprise,94,True,1844.1,0.0,0.0,0.0
ACC-00021,2023-08-01,1844.1,Enterprise,94,True,0.0,0.0,0.0,0.0
ACC-00021,2023-09-01,1844.1,Enterprise,94,True,0.0,0.0,0.0,0.0
ACC-00021,2023-10-01,2042.56,Enterprise,96,True,0.0,198.46,0.0,0.0
ACC-00021,2023-11-01,2042.56,Enterprise,96,True,0.0,0.0,0.0,0.0
ACC-00021,2023-12-01,2042.56,Enterprise,96,True,0.0,0.0,0.0,0.0
ACC-00021,2024-01-01,2042.56,Enterprise,96,True,0.0,0.0,0.0,0.0
ACC-00021,2024-02-01,2042.56,Enterprise,96,True,0.0,0.0,0.0,0.0
ACC-00021,2024-03-01,2212.47,Enterprise,98,True,0.0,169.91,0.0,0.0
ACC-00021,2024-04-01,2212.47,Enterprise,98,True,0.0,0.0,0.0,0.0
ACC-00021,2024-05-01,2212.47,Enterprise,98,True,0.0,0.0,0.0,0.0
ACC-00021,2024-06-01,2212.47,Enterprise,98,True,0.0,0.0,0.0,0.0
ACC-00021,2024-07-01,2212.47,Enterprise,98,True,0.0,0.0,0.0,0.0
ACC-00021,2024-08-01,2051.2,Enterprise,97,True,0.0,0.0,161.27,0.0
ACC-00021,2024-09-01,2051.2,Enterprise,97,True,0.0,0.0,0.0,0.0
ACC-00021,2024-10-01,2051.2,Enterprise,97,True,0.0,0.0,0.0,0.0
ACC-00021,2024-11-01,2051.2,Enterprise,97,True,0.0,0.0,0.0,0.0
ACC-00021,2024-12-01,2051.2,Enterprise,97,True,0.0,0.0,0.0,0.0
ACC-00022,2023-07-01,236.5,Pro,14,True,236.5,0.0,0.0,0.0
ACC-00022,2023-08-01,236.5,Pro,14,True,0.0,0.0,0.0,0.0
ACC-00022,2023-09-01,236.5,Pro,14,True,0.0,0.0,0.0,0.0
ACC-00022,2023-10-01,236.5,Pro,14,True,0.0,0.0,0.0,0.0
ACC-00022,2023-11-01,0.0,Pro,0,False,0.0,0.0,0.0,236.5
ACC-00023,2023-01-01,58.81,Basic,3,True,58.81,0.0,0.0,0.0
ACC-00023,2023-02-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-03-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-04-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-05-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-06-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-07-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-08-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-09-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-10-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-11-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2023-12-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-01-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-02-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-03-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-04-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-05-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-06-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-07-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-08-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-09-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-10-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-11-01,58.81,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00023,2024-12-01,70.51,Basic,6,True,0.0,11.7,0.0,0.0
ACC-00024,2023-11-01,141.34,Basic,4,True,141.34,0.0,0.0,0.0
ACC-00024,2023-12-01,141.34,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00024,2024-01-01,127.17,Basic,2,True,0.0,0.0,14.17,0.0
ACC-00024,2024-02-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-03-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-04-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-05-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-06-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-07-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-08-01,127.17,Basic,2,True,0.0,0.0,0.0,0.0
ACC-00024,2024-09-01,135.27,Basic,5,True,0.0,8.1,0.0,0.0
ACC-00024,2024-10-01,135.27,Basic,5,True,0.0,0.0,0.0,0.0
ACC-00024,2024-11-01,135.27,Basic,5,True,0.0,0.0,0.0,0.0
ACC-00024,2024-12-01,135.27,Basic,5,True,0.0,0.0,0.0,0.0
ACC-00025,2023-03-01,319.79,Pro,3,True,319.79,0.0,0.0,0.0
ACC-00025,2023-04-01,0.0,Pro,0,False,0.0,0.0,0.0,319.79
ACC-00026,2023-06-01,129.61,Basic,3,True,129.61,0.0,0.0,0.0
ACC-00026,2023-07-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2023-08-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2023-09-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2023-10-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2023-11-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2023-12-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-01-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-02-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-03-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-04-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-05-01,129.61,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-06-01,112.37,Basic,1,True,0.0,0.0,17.24,0.0
ACC-00026,2024-07-01,112.37,Basic,1,True,0.0,0.0,0.0,0.0
ACC-00026,2024-08-01,131.62,Basic,3,True,0.0,19.25,0.0,0.0
ACC-00026,2024-09-01,131.62,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-10-01,131.62,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-11-01,131.62,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00026,2024-12-01,131.62,Basic,3,True,0.0,0.0,0.0,0.0
ACC-00027,2024-12-01,238.87,Pro,4,True,238.87,0.0,0.0,0.0
ACC-00028,2024-06-01,80.89,Basic,4,True,80.89,0.0,0.0,0.0
ACC-00028,2024-07-01,0.0,Basic,0,False,0.0,0.0,0.0,80.89
ACC-00029,2024-08-01,86.49,Basic,2,True,86.49,0.0,0.0,0.0
ACC-00029,2024-09-01,0.0,Basic,0,False,0.0,0.0,0.0,86.49
ACC-00030,2023-12-01,79.51,Basic,4,True,79.51,0.0,0.0,0.0
ACC-00030,2024-01-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-02-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-03-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-04-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-05-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-06-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-07-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-08-01,79.51,Basic,4,True,0.0,0.0,0.0,0.0
ACC-00030,2024-09-01,0.0,Basic,0,False,0.0,0.0,0.0,79.51
